[Header]
Data File Name	C:\GCsolution\Data\Pfleger\Jonathan\07-23-2020\MA-ACR_20200723.gcd
Output Date	7/24/2020
Output Time	10:42:10 AM

[File Information]
Type	Data File
Generated	7/24/2020 1:20:07 AM
Generated by	Admin
Modified	7/24/2020 2:10:36 AM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquisition Date	7/24/2020 1:26:58 AM
Type	Unknown
Level	1
Sample Name	MA-ACR_20200723
Sample ID	MA-ACR_20200723
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
Sample Amount	1
Dilution Factor	1
Vial#	15
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\GCsolution\Data\Pfleger\Jonathan\07-23-2020\MA-ACR_20200723.gcd
Method File	C:\GCsolution\Data\Pfleger\Jonathan\20190412_Stabilwax_shortened_bake.gcm
Batch File	C:\GCsolution\Data\Pfleger\Jonathan\07-23-2020\gc_07-23-2020.gcb
Report Format File	C:\GCsolution\System\DEFAULT.gcr

[File Comment]


[Configration]
Instrument Name	FID w/AOC
Instrument #	2
Line #	1

[Peak Table (Ch1)]
# of Peaks	81
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor
56	26.834	26.731	26.881	88772	10756	0.08	0.00000	 V 			13.601	0.000	0.000	0.000	0.000	1.007
57	26.983	26.881	27.006	70076	9292	0.08	0.00000	 V 			13.682	0.000	0.000	0.000	0.000	1.006
58	27.114	27.006	27.133	65118	8433	0.08	0.00000	 V 			13.753	0.000	0.000	0.000	0.000	1.005
59	27.361	27.133	27.413	127483	8019	0.16	0.00000	 V 			13.888	0.000	0.000	0.000	0.000	1.010
60	27.447	27.413	27.483	25978	6316	0.04	0.00000	 V 			13.935	0.000	0.000	0.000	0.000	1.003
61	27.635	27.483	27.702	54039	4000	0.14	0.00000	 V 			14.037	0.000	0.000	0.000	0.000	1.007
62	27.756	27.702	27.795	18086	4660	0.04	0.00000	 V 			14.103	0.000	0.000	0.000	0.000	1.005
63	27.898	27.795	27.973	20627	2245	0.09	0.00000	 V 			14.180	0.000	0.000	0.000	0.000	1.005
64	28.437	28.211	28.519	28463	3446	0.08	0.00000	   			14.473	318952.192	0.000	0.000	0.000	1.021
65	28.593	28.519	28.677	18258	2393	0.08	0.00000	 V 			14.558	0.000	0.000	0.000	0.000	1.006
66	28.752	28.677	28.785	9562	1677	0.06	0.00000	 V 			14.645	0.000	0.000	0.000	0.000	1.006
67	28.862	28.785	28.929	12772	1666	0.08	0.00000	 V 			14.704	0.000	0.000	0.000	0.000	1.004
68	29.115	28.929	29.209	22687	1649	0.14	0.00000	 V 			14.842	0.000	0.000	0.000	0.000	1.009
69	29.410	29.209	29.536	32467	1882	0.17	0.00000	 V 			15.003	0.000	0.000	0.000	0.000	1.011
