Name,Sequence,C4,C6,C8,C10,C12,C14,C16,Total
ACR-55,22222332,0.047204191,0.770643314,1.80E-06,0.077765742,0.00900047,0.061407839,0.385185458,1.304004618
ACR-56,13211111,0.075128189,0.660230731,7.40E-07,0.101673958,0.074210713,2.109540955,11.04477399,13.99043109
ACR-57,22212322,0.079231699,0.722283132,6.00E-07,0.080758845,0.017502181,1.267791259,7.515011915,9.603347931
ACR-58,11112131,0.097319028,0.122607609,2.95E-06,0.039460626,0.099203327,0.137473378,0.388632152,0.787380045
ACR-59,22222112,0.064839012,0.428595637,6.69E-06,0.072296693,0.179729087,4.640910494,44.19525161,49.51679021
ACR-60,13121111,0.207230822,0.501383719,2.49E-06,0.073212611,0.085504267,1.516929989,16.5380834,18.71511647
ACR-61,11221111,0.017921494,0.182518294,1.11E-05,0.051877135,0.129860059,0.935054882,10.33568895,11.63501047
ACR-62,21222122,0,0.72851115,2.27E-06,0.090866197,0.126445256,3.991359485,32.41608128,37.35326564
ACR-63,12222122,2.547356975,0.442915198,1.80E-06,0.037487841,0.332634459,4.70009899,31.22350609,36.73664438
ACR-64,11112112,1.181175546,0.482010319,3.75E-06,0.026569766,0.334911316,2.34226802,10.17149245,13.35725562
ACR-65,12111112,0,0.537158301,4.24E-06,0.083904641,0.09910235,1.843038358,11.54993164,14.11313952
ACR-66,23222322,0.058527457,0.561089964,4.59E-06,0.073713095,0.08138148,2.112767043,16.15532973,18.98428589
ACR-67,22212122,0.037168192,0.329043197,5.09E-06,0.044673207,0.035627886,1.283811574,5.853114973,7.546275921
ACR-68,23222132,0.265180912,0.42322585,1.21E-05,0.027171441,0.274998929,1.073737555,5.993697727,7.792843582
ACR-69,23222112,0.848685874,0.522805689,0,0.03620186,0.442766531,6.668582184,50.08805798,57.75841424
ACR-70,22221112,1.740326626,0.344399377,7.11E-06,0.035660107,0.380412696,4.164906439,33.9975761,38.92296183
ACR-71,12222112,0.565018604,0.461907092,4.60E-06,0.037848696,0.448628198,5.738598817,43.51594857,50.20293597
ACR-72,21222112,0.509301819,0.362709678,3.76E-06,0.017819995,0.468096472,3.615411545,29.70141949,34.16546093
ACR-73,22122132,1.26680399,0.3011584,2.02E-06,0.031953263,0.224094546,0.614969441,1.686641704,2.858819369
ACR-74,13222122,0.741332106,0.418836725,6.54E-06,0.035540962,0.370942246,2.460289316,15.69209016,18.97770595
ACR-75,12222132,29.78913419,0.031733267,0.560570374,0.022353061,0.065200563,0.269979453,1.497277,2.447113717
ACR-76,21222132,18.63468746,0.077083619,0.476936606,0.029937139,0.037071933,0.417480143,3.284215229,4.322724667
ACR-77,11222122,27.77009142,0.037304863,0.49064507,0.072446209,0.161102524,4.302036522,30.79774662,35.8612818
ACR-78,13221312,25.84221429,0.033998059,0.775379379,0.049861428,0.203993069,3.792135265,36.15226177,41.00762897
ACR-79,23122112,41.70391573,0.021586636,0.568222834,0.064326597,0.225475125,6.336252687,47.19608198,54.41194585
ACR-80,23221112,0.456803292,0.030885545,0.683157865,0.064193425,0.263556236,6.776490828,54.62253315,62.44081705
ACR-81,13232112,2.470973299,0.002385511,0.647079097,0.041492946,0.161738774,4.164307821,33.43274668,38.44975083
ACR-82,23121112,10.3985491,0.018681813,0.540013794,0.052048606,0.221836262,5.739017539,48.25156836,54.82316637
ACR-83,13221112,13.93200542,0.028645926,0.949926513,0.054092803,0.243118519,6.350243364,54.88890156,62.51492868
ACR-84,11222112,0,0.033755239,0.483135181,0.048095339,0.150259074,3.428610492,32.57185901,36.71571433
MA-ACR,11111111,9.684979998,0.212995866,0.230820924,0.104992151,0.097337088,1.59477296,9.857901254,12.09882024
MAB-ACR,22222222,13.47404314,0.263402732,0.230718989,0.117636174,0.100836021,4.67106379,34.08823799,39.4718957
MAT-ACR,33333333,26.88260074,0.020751745,0.321021973,0.100440157,0.002509223,0.427936254,7.544565659,8.417225011
